size,round,method,e2e_latency,final_cache_size,final_hitrate
500,1,FS+Pre+ttl+SE+ema,8.116952498909086,88,0.734
500,1,FS+Pre+ttl+SE,8.069036401808262,88,0.734
500,1,FS+Pre+ttl,7.18175819888711,110,0.782
500,1,FS+Pre,6.853902899194509,111,0.784
500,1,FS,8.055048200767487,111,0.778
500,1,PR,20.133742899633944,64,0.448
500,2,FS+Pre+ttl+SE+ema,8.061612602323294,79,0.754
500,2,FS+Pre+ttl+SE,9.249425895977765,79,0.754
500,2,FS+Pre+ttl,6.409245399292558,103,0.802
500,2,FS+Pre,8.42813849914819,103,0.802
500,2,FS,6.689793297089636,103,0.794
500,2,PR,17.54733039997518,56,0.51
500,3,FS+Pre+ttl+SE+ema,7.951615901198238,85,0.74
500,3,FS+Pre+ttl+SE,8.561276298947632,85,0.74
500,3,FS+Pre+ttl,7.698066600132734,102,0.794
500,3,FS+Pre,7.0158260012976825,106,0.794
500,3,FS,6.850841402076185,106,0.788
500,3,PR,20.45615380164236,60,0.464
